id_compra,data_hora,produto,preco_unitario,quantidade,cliente,cidade,forma_pagamento,frete,avaliacao,valor_total
54570716,2026-05-04 21:33:48.291744,HD Externo 1TB,803.8,3,Zachary Davis,Manaus,Boleto,20.0,5.0,2431.3999999999996
74732881,2026-05-31 21:33:48.291870,Notebook Pro,1837.66,3,Sara Conner,Salvador,Boleto,31.78,1.0,5544.76
67225244,2026-03-02 21:33:48.291999,Teclado Mecânico,784.52,3,Robert Davis,Belo Horizonte,Cartão de Crédito,34.07,4.0,2387.63
74604780,2026-04-22 21:33:48.292128,Carregador Portátil,85.55,3,Tyrone Rodriguez,Belo Horizonte,Boleto,20.38,4.0,277.03
5467121,2026-01-31 21:33:48.292259,Smartwatch,1999.95,2,Brian Eaton,Rio de Janeiro,Pix,43.0,1.0,4042.9
21498033,2026-04-21 21:33:48.292385,Câmera Digital,1102.55,5,Jordan Hayes,São Paulo,Pix,44.44,5.0,5557.19
56615829,2026-01-15 21:33:48.292513,"Monitor 24""",784.6,2,Adam Hood,Belo Horizonte,Boleto,37.45,1.0,1606.65
39096768,2026-03-28 21:33:48.292639,Carregador Portátil,1368.91,2,Amanda Thompson,Recife,Pix,38.86,4.0,2776.6800000000003
91448759,2026-02-10 21:33:48.292767,Teclado Mecânico,516.38,4,Kayla Dunlap,Porto Alegre,Pix,35.52,5.0,2101.04
26910449,2026-04-04 21:33:48.292895,Mouse Sem Fio,1550.41,4,Jerry Martin,Fortaleza,Débito,48.48,2.0,6250.12
91820308,2026-05-16 21:33:48.293027,Notebook Pro,1752.35,1,Shirley Bridges,Recife,Pix,29.95,1.0,1782.3
80077605,2026-04-24 21:33:48.293156,Caixa de Som,293.12,1,Nicole Morgan,Belo Horizonte,Pix,25.22,5.0,318.34000000000003
19193686,2026-01-19 21:33:48.293291,Caixa de Som,903.07,2,Lauren Fox,Recife,Pix,46.87,4.0,1853.01
35335279,2025-12-26 21:33:48.293420,Capinha para Celular,1028.91,2,Leon Hawkins,Salvador,Cartão de Crédito,21.87,1.0,2079.69
10225261,2026-03-04 21:33:48.293545,Roteador Wi-Fi,243.21,3,Hannah Jefferson,Belo Horizonte,Boleto,6.72,4.0,736.35
36294035,2026-06-09 21:33:48.293676,Caixa de Som,320.65,4,Stanley Bishop,Recife,Cartão de Crédito,45.76,1.0,1328.36
80357866,2026-02-16 21:33:48.293802,Smartwatch,1678.18,5,Robert Powell,Manaus,Débito,10.0,3.0,8400.9
91320765,2026-02-11 21:33:48.293930,Tablet Mini,287.6,2,Robert Castro,Salvador,Débito,7.83,4.0,583.0300000000001
95958424,2026-05-14 21:33:48.294054,Teclado Mecânico,82.05,5,Mr. Carl Young,Manaus,Boleto,37.33,3.0,447.58
29068936,2026-04-01 21:33:48.294186,Smartphone X,1248.88,2,Jamie Beasley,Manaus,Débito,13.43,,2511.19
85859418,2026-01-03 21:33:48.294322,Teclado Mecânico,1950.58,1,Lauren Burke,Fortaleza,Cartão de Crédito,22.57,4.0,1973.1499999999999
64308170,2025-12-24 21:33:48.294451,HD Externo 1TB,804.42,3,Brian Gonzalez,Curitiba,Cartão de Crédito,21.07,1.0,2434.33
92951959,2026-03-11 21:33:48.294579,Smartwatch,1479.23,1,Eric Greene,Manaus,Pix,11.0,3.0,1490.23
76193206,2026-05-01 21:33:48.294703,Carregador Portátil,1636.34,2,Rebecca Anthony,Recife,Débito,33.43,2.0,3306.1099999999997
27067841,2025-12-29 21:33:48.294831,SSD 500GB,1563.57,4,Teresa Walker,São Paulo,Pix,14.07,2.0,6268.349999999999
75502168,2025-12-23 21:33:48.294958,Carregador Portátil,1870.07,5,Jamie Frye,Salvador,Débito,16.4,,9366.75
73640637,2026-01-30 21:33:48.295097,Tablet Mini,746.1,1,Catherine Martin,Brasília,Pix,10.6,3.0,756.7
19301603,2026-04-03 21:33:48.295350,Roteador Wi-Fi,830.04,4,Gloria King,Salvador,Pix,48.82,4.0,3368.98
82071927,2026-06-08 21:33:48.295535,Mouse Sem Fio,766.33,5,Amanda Foster,Curitiba,Cartão de Crédito,37.72,1.0,3869.37
96516911,2026-04-02 21:33:48.295873,"Monitor 24""",1990.44,2,David Campbell,Fortaleza,Pix,19.45,1.0,4000.33
35345673,2026-03-06 21:33:48.296140,HD Externo 1TB,626.5,4,Gregory Miller,Manaus,Débito,12.5,4.0,2518.5
43032399,2026-03-12 21:33:48.296348,Mouse Sem Fio,132.59,3,Michele Chaney,Manaus,Débito,17.35,1.0,415.12
99869561,2026-01-01 21:33:48.296528,HD Externo 1TB,1293.15,3,Brandy White,Fortaleza,Boleto,47.88,2.0,3927.3300000000004
25248882,2026-05-17 21:33:48.296658,HD Externo 1TB,1573.56,1,Corey Wheeler,Belo Horizonte,Cartão de Crédito,15.62,,1589.1799999999998
76171871,2026-03-16 21:33:48.296786,Carregador Portátil,796.57,5,Jessica Bridges,São Paulo,Boleto,35.56,3.0,4018.4100000000003
97551772,2026-03-18 21:33:48.296914,Mouse Sem Fio,1538.01,5,Patricia Miller,Belo Horizonte,Pix,22.91,,7712.96
43306630,2026-02-22 21:33:48.297041,Smartwatch,1923.01,1,Eric Martinez,Belo Horizonte,Débito,28.3,5.0,1951.31
94639756,2026-01-12 21:33:48.297178,Tablet Mini,1561.18,4,Kristina Porter,Porto Alegre,Pix,36.23,4.0,6280.95
68436001,2026-02-02 21:33:48.297307,Fone de Ouvido Bluetooth,314.67,1,Ashley Evans,Recife,Boleto,45.44,4.0,360.11
47550668,2026-01-04 21:33:48.297448,Câmera Digital,1379.76,3,Carolyn Frazier,Brasília,Cartão de Crédito,29.75,3.0,4169.03
69387109,2026-02-27 21:33:48.297576,Caixa de Som,357.14,2,Elizabeth Flores,Brasília,Boleto,10.46,2.0,724.74
34042871,2026-01-17 21:33:48.297704,Smartwatch,1591.23,1,Maria Hartman,Brasília,Pix,26.03,5.0,1617.26
58701,2026-01-15 21:33:48.297834,"Monitor 24""",1774.28,1,Marc Cruz,Curitiba,Débito,49.98,,1824.26
25488404,2026-04-14 21:33:48.297959,Teclado Mecânico,851.05,4,Sean Marsh,Manaus,Cartão de Crédito,10.64,3.0,3414.8399999999997
53759039,2026-05-26 21:33:48.298084,Fone de Ouvido Bluetooth,927.45,5,Anne Smith,Brasília,Boleto,44.51,5.0,4681.76
10129870,2026-05-25 21:33:48.298275,"Monitor 24""",404.83,2,Alec Woods,Salvador,Cartão de Crédito,42.41,5.0,852.0699999999999
92266627,2026-01-21 21:33:48.298688,Tablet Mini,371.08,3,Amy Brooks,Porto Alegre,Pix,47.64,5.0,1160.88
85956632,2026-02-23 21:33:48.299031,Caixa de Som,203.78,2,Molly Watson,Fortaleza,Pix,10.63,3.0,418.19
75573883,2026-05-19 21:33:48.299622,Teclado Mecânico,232.19,2,Donna Pearson,Manaus,Boleto,12.7,5.0,477.08
35702441,2026-05-16 21:33:48.299794,Carregador Portátil,1692.93,5,Alyssa Simmons,São Paulo,Cartão de Crédito,8.66,,8473.31
99590488,2026-05-09 21:33:48.299942,Tablet Mini,1319.7,5,Mark Powell,Salvador,Cartão de Crédito,27.41,,6625.91
97092377,2026-05-01 21:33:48.300075,Tablet Mini,1301.72,3,Brian Johnson,Recife,Boleto,41.21,,3946.37
72703590,2026-03-26 21:33:48.300202,Tablet Mini,934.41,1,Jacqueline Carpenter,Belo Horizonte,Débito,23.7,4.0,958.11
85401229,2026-02-03 21:33:48.300364,Carregador Portátil,1232.99,3,Carol Coleman,Brasília,Pix,48.89,2.0,3747.86
86396430,2026-03-17 21:33:48.300496,Teclado Mecânico,1145.22,3,Mr. Brian Harris PhD,Porto Alegre,Débito,10.51,4.0,3446.17
37026837,2026-02-14 21:33:48.300642,Notebook Pro,238.78,3,Paul Sullivan,Salvador,Débito,16.17,2.0,732.51
69429861,2026-03-06 21:33:48.300775,Roteador Wi-Fi,1176.49,3,Michael Anderson,Porto Alegre,Boleto,27.42,5.0,3556.8900000000003
17233329,2026-04-11 21:33:48.300902,Mouse Sem Fio,1764.2,4,Cathy Webb,São Paulo,Cartão de Crédito,47.54,5.0,7104.34
79297048,2026-04-09 21:33:48.301046,Smartwatch,469.53,3,Amanda Pineda,São Paulo,Cartão de Crédito,17.66,5.0,1426.25
28745360,2026-05-29 21:33:48.301176,HD Externo 1TB,967.64,5,Lynn Adams,São Paulo,Cartão de Crédito,24.39,3.0,4862.59
47082188,2026-03-16 21:33:48.301304,Câmera Digital,836.35,1,Julie Moore,Salvador,Cartão de Crédito,30.66,2.0,867.01
97257947,2026-03-15 21:33:48.301561,Teclado Mecânico,612.77,4,Nicole Thompson,Fortaleza,Débito,39.4,3.0,2490.48
58792958,2026-05-21 21:33:48.301739,HD Externo 1TB,1241.53,2,Christina Bowen,Rio de Janeiro,Débito,21.79,3.0,2504.85
86646743,2026-05-04 21:33:48.301874,Carregador Portátil,1522.18,2,John Grant,Manaus,Débito,27.5,1.0,3071.86
9834519,2025-12-22 21:33:48.302007,Notebook Pro,1441.5,4,Richard Moran,Fortaleza,Débito,11.7,5.0,5777.7
64531137,2026-01-17 21:33:48.302138,Carregador Portátil,1866.17,3,William Ellis,Belo Horizonte,Débito,49.58,,5648.09
85830303,2026-02-27 21:33:48.302297,"Monitor 24""",705.93,5,David Harper,Fortaleza,Débito,36.89,3.0,3566.5399999999995
8540588,2026-04-13 21:33:48.302443,Caixa de Som,82.44,3,Maria Fernandez,Rio de Janeiro,Débito,31.27,,278.59
35709232,2026-06-07 21:33:48.302573,HD Externo 1TB,101.96,4,Travis Stephens,Curitiba,Boleto,37.46,5.0,445.29999999999995
37353006,2026-04-14 21:33:48.302702,Notebook Pro,1072.25,5,Jessica Best,Salvador,Boleto,41.97,2.0,5403.22
50981288,2025-12-21 21:33:48.302891,"Monitor 24""",1899.0,1,Jacqueline Owens,Porto Alegre,Cartão de Crédito,24.85,4.0,1923.85
30757501,2026-01-20 21:33:48.303038,Capinha para Celular,1396.48,4,Keith Turner,Fortaleza,Débito,44.28,,5630.2
95899732,2025-12-28 21:33:48.303194,SSD 500GB,319.26,2,Joseph Mcdowell,Fortaleza,Pix,49.92,4.0,688.4399999999999
78694404,2026-04-26 21:33:48.303390,Capinha para Celular,661.82,2,Jacob Anderson,Recife,Pix,29.58,,1353.22
15713238,2026-06-05 21:33:48.303524,HD Externo 1TB,1617.12,3,Jim Phillips,Manaus,Débito,13.65,2.0,4865.009999999999
41096086,2026-02-22 21:33:48.303655,Teclado Mecânico,632.07,3,Shannon Carr,Curitiba,Boleto,36.06,4.0,1932.27
18155021,2026-03-04 21:33:48.303798,Mouse Sem Fio,730.17,3,William Guerra,Curitiba,Cartão de Crédito,30.81,5.0,2221.3199999999997
78191001,2026-03-20 21:33:48.303925,Roteador Wi-Fi,1961.31,3,Elizabeth Elliott,Belo Horizonte,Pix,6.89,,5890.820000000001
82039611,2026-01-02 21:33:48.304058,Carregador Portátil,1851.82,3,Michelle Smith,Recife,Boleto,14.09,5.0,5569.55
15932426,2026-02-20 21:33:48.304188,Roteador Wi-Fi,1145.94,3,Joshua Espinoza,Belo Horizonte,Cartão de Crédito,32.71,5.0,3470.53
40606923,2026-02-12 21:33:48.304335,Smartwatch,148.99,5,Courtney Manning,Porto Alegre,Boleto,7.36,4.0,752.3100000000001
84184010,2026-03-07 21:33:48.304491,SSD 500GB,971.19,2,Heidi Martinez,São Paulo,Boleto,23.31,4.0,1965.69
96943781,2026-04-14 21:33:48.304628,HD Externo 1TB,438.94,3,Lisa Pope,Brasília,Pix,34.07,1.0,1350.8899999999999
60618941,2026-05-28 21:33:48.304760,"Monitor 24""",502.83,1,Ronald Franco,Belo Horizonte,Débito,44.7,2.0,547.53
4623444,2025-12-22 21:33:48.304887,Caixa de Som,824.14,4,Kevin Burns,Belo Horizonte,Pix,44.45,1.0,3341.0099999999998
18377719,2026-02-27 21:33:48.305014,"Monitor 24""",1225.43,3,Heather Brooks,Curitiba,Débito,49.51,5.0,3725.8
81834941,2026-04-26 21:33:48.305153,Mouse Sem Fio,1784.06,2,Nicole Woods,Fortaleza,Débito,17.28,1.0,3585.4
61119157,2026-03-07 21:33:48.305292,Notebook Pro,1475.68,3,Andrew Bennett,Belo Horizonte,Cartão de Crédito,38.15,3.0,4465.19
7337430,2026-05-07 21:33:48.305419,HD Externo 1TB,1526.7,2,John Rice,Manaus,Débito,42.21,5.0,3095.61
36456768,2026-03-06 21:33:48.305544,Fone de Ouvido Bluetooth,831.62,1,Daniel Patel,Belo Horizonte,Boleto,26.49,2.0,858.11
10327922,2025-12-14 21:33:48.305669,Tablet Mini,797.97,4,Stephanie Garcia,Curitiba,Pix,18.59,,3210.4700000000003
12885141,2026-05-08 21:33:48.305799,Smartphone X,560.03,3,Courtney Ross,Porto Alegre,Cartão de Crédito,35.05,4.0,1715.1399999999999
65056217,2026-03-01 21:33:48.305928,Notebook Pro,840.56,5,Rachael Huff,Curitiba,Cartão de Crédito,33.74,3.0,4236.539999999999
25964490,2026-03-17 21:33:48.306057,"Monitor 24""",480.66,2,Juan Martin,Recife,Boleto,25.47,5.0,986.7900000000001
26460281,2026-03-18 21:33:48.306183,Capinha para Celular,1418.78,4,Michelle Robles,Fortaleza,Boleto,39.28,,5714.4
40576012,2026-05-14 21:33:48.306328,Caixa de Som,1585.37,5,John Best,Recife,Pix,8.51,5.0,7935.36
27016036,2026-01-10 21:33:48.306456,Smartphone X,1666.11,5,Guy Smith,Porto Alegre,Boleto,12.4,5.0,8342.949999999999
71696662,2026-04-05 21:33:48.306586,Fone de Ouvido Bluetooth,1376.58,5,Mark Powell,Recife,Cartão de Crédito,45.45,4.0,6928.349999999999
14405862,2025-12-27 21:33:48.306711,Mouse Sem Fio,307.29,4,Ryan Patton,Recife,Cartão de Crédito,30.15,,1259.3100000000002
95179844,2026-03-01 21:33:48.306836,SSD 500GB,92.45,3,Barbara Wilkerson,São Paulo,Boleto,31.02,1.0,308.37
34514796,2026-03-31 21:33:48.306969,Carregador Portátil,1415.75,5,Mark Greer DDS,São Paulo,Cartão de Crédito,49.38,4.0,7128.13
87970941,2025-12-21 21:33:48.307104,Tablet Mini,847.29,2,Barbara Wheeler,Salvador,Pix,49.68,4.0,1744.26
74283213,2026-04-06 21:33:48.307249,Caixa de Som,1838.37,4,Jamie Flynn,Salvador,Cartão de Crédito,35.72,,7389.2
27383893,2026-04-30 21:33:48.307380,Notebook Pro,1324.39,3,Rachel Parsons,Rio de Janeiro,Boleto,49.68,4.0,4022.85
36634653,2026-04-27 21:33:48.307513,Notebook Pro,1469.32,2,Sylvia Johnson,São Paulo,Cartão de Crédito,49.03,4.0,2987.67
48374661,2026-06-03 21:33:48.307646,SSD 500GB,1111.67,5,Lisa Hernandez,Salvador,Boleto,16.14,3.0,5574.490000000001
53818708,2026-01-21 21:33:48.307774,Tablet Mini,417.54,1,Kelly Skinner,São Paulo,Débito,32.67,1.0,450.21000000000004
25590120,2026-02-12 21:33:48.307906,Smartwatch,181.22,5,William Ramirez,São Paulo,Débito,31.9,,938.0
27104552,2025-12-25 21:33:48.308032,Smartwatch,1494.06,4,Natalie Carter,Recife,Boleto,29.29,1.0,6005.53
89789979,2026-01-17 21:33:48.308161,Teclado Mecânico,1987.29,2,Dana Williams,Manaus,Pix,30.99,,4005.5699999999997
23307910,2026-03-05 21:33:48.308297,Smartwatch,638.44,2,Kayla Sanchez,Fortaleza,Boleto,23.61,3.0,1300.49
23181202,2025-12-28 21:33:48.308426,Teclado Mecânico,1899.61,2,Travis White,Salvador,Débito,7.11,3.0,3806.33
41837697,2026-05-26 21:33:48.308553,HD Externo 1TB,793.25,5,David Wright,Brasília,Débito,23.37,3.0,3989.62
75488375,2026-03-19 21:33:48.308679,Notebook Pro,1521.11,4,Justin Johnson,Porto Alegre,Boleto,18.53,,6102.969999999999
33718415,2026-01-18 21:33:48.308804,Câmera Digital,952.9,1,Christopher Stephens,Fortaleza,Débito,48.55,5.0,1001.4499999999999
40857583,2026-04-27 21:33:48.308934,Notebook Pro,807.42,3,Douglas Miller,Porto Alegre,Pix,34.1,4.0,2456.3599999999997
52424096,2026-03-17 21:33:48.309060,Fone de Ouvido Bluetooth,1094.49,2,Keith Wallace,São Paulo,Pix,21.97,5.0,2210.95
56982668,2026-05-16 21:33:48.309194,Smartphone X,1753.56,2,Casey Garcia,Manaus,Boleto,26.57,3.0,3533.69
56763561,2026-02-28 21:33:48.309452,Roteador Wi-Fi,79.9,2,Allison Parrish,Rio de Janeiro,Débito,46.15,,205.95000000000002
7677419,2026-05-16 21:33:48.309670,SSD 500GB,448.8,2,Mark Powers,Fortaleza,Pix,39.9,4.0,937.5
54606416,2026-04-11 21:33:48.309865,Teclado Mecânico,1315.01,3,Rebecca Parker,Curitiba,Pix,28.08,4.0,3973.1099999999997
83170748,2026-04-11 21:33:48.310056,Fone de Ouvido Bluetooth,1615.49,4,Nathan Sanchez,Brasília,Boleto,21.68,4.0,6483.64
7977452,2025-12-24 21:33:48.310243,"Monitor 24""",1734.97,2,Brian Kaufman,São Paulo,Pix,29.9,5.0,3499.84
94713762,2026-05-10 21:33:48.310429,SSD 500GB,864.28,2,Benjamin Grant,Porto Alegre,Pix,15.35,5.0,1743.9099999999999
20664532,2026-02-13 21:33:48.310589,Mouse Sem Fio,1123.75,3,Keith Padilla,Curitiba,Débito,48.49,,3419.74
75742341,2026-04-17 21:33:48.310714,Mouse Sem Fio,378.06,3,Catherine Patel,Belo Horizonte,Boleto,37.41,4.0,1171.5900000000001
66339650,2026-01-29 21:33:48.310843,Roteador Wi-Fi,1784.26,1,Jessica Brooks,Fortaleza,Cartão de Crédito,42.76,1.0,1827.02
31350626,2026-06-02 21:33:48.310982,Smartphone X,1540.46,4,Melissa Lane,Belo Horizonte,Boleto,8.06,2.0,6169.900000000001
84164618,2025-12-15 21:33:48.311111,Smartwatch,1036.18,3,Mitchell Silva,São Paulo,Débito,34.67,1.0,3143.21
11093557,2025-12-14 21:33:48.311306,Teclado Mecânico,1125.7,1,Andrew Allen,São Paulo,Pix,29.11,3.0,1154.81
90454078,2025-12-17 21:33:48.311468,Teclado Mecânico,1635.66,4,Katherine Woods,Belo Horizonte,Cartão de Crédito,46.31,5.0,6588.950000000001
30071554,2026-01-20 21:33:48.311614,Smartwatch,424.27,5,Ronnie Short,Curitiba,Pix,17.03,4.0,2138.38
37481337,2026-01-02 21:33:48.311747,Carregador Portátil,1920.63,4,Peter Carter,Manaus,Boleto,49.56,2.0,7732.080000000001
72235253,2026-02-27 21:33:48.311874,HD Externo 1TB,1664.72,1,Lisa Gonzalez,São Paulo,Cartão de Crédito,23.24,4.0,1687.96
46105844,2026-05-03 21:33:48.312013,Mouse Sem Fio,159.42,1,Tracey Ortega,Belo Horizonte,Cartão de Crédito,27.49,4.0,186.91
31805188,2026-05-27 21:33:48.312144,Câmera Digital,695.98,1,Brittney Lindsey,Fortaleza,Cartão de Crédito,15.34,,711.32
77196638,2026-05-07 21:33:48.312291,Mouse Sem Fio,578.64,1,Justin Kelly,Curitiba,Cartão de Crédito,13.07,3.0,591.71
10395248,2025-12-17 21:33:48.312423,Smartwatch,1194.72,4,Michael Wood,Rio de Janeiro,Pix,12.31,2.0,4791.1900000000005
66046717,2026-05-07 21:33:48.312558,Caixa de Som,1706.41,5,Joel Griffith,Brasília,Débito,39.0,2.0,8571.050000000001
51438363,2026-06-07 21:33:48.312748,SSD 500GB,202.93,3,Daniel Stewart,São Paulo,Cartão de Crédito,24.67,1.0,633.4599999999999
3934291,2026-03-10 21:33:48.312935,"Monitor 24""",1549.56,5,Mary King,Salvador,Pix,6.33,3.0,7754.129999999999
71303936,2026-04-07 21:33:48.313142,Mouse Sem Fio,494.87,5,Toni White,Salvador,Débito,13.36,5.0,2487.71
30306714,2026-05-31 21:33:48.313392,Capinha para Celular,217.1,5,Scott Lynn,Curitiba,Boleto,37.09,1.0,1122.59
81047516,2026-02-19 21:33:48.313586,Notebook Pro,791.0,2,Christina Khan,Salvador,Pix,21.23,1.0,1603.23
60989146,2025-12-14 21:33:48.313778,Tablet Mini,917.23,3,Sandra Miller,Rio de Janeiro,Boleto,8.93,4.0,2760.62
19101172,2026-04-06 21:33:48.313971,Teclado Mecânico,1131.74,4,Lisa Cannon,Rio de Janeiro,Cartão de Crédito,9.03,5.0,4535.99
66804228,2026-01-05 21:33:48.314160,"Monitor 24""",1216.19,3,Rebecca Ellis,Salvador,Cartão de Crédito,18.13,4.0,3666.7000000000003
77713707,2026-01-03 21:33:48.314379,SSD 500GB,1807.22,2,Jeremy Gonzalez,Manaus,Boleto,35.84,2.0,3650.28
67022693,2026-01-17 21:33:48.314551,Tablet Mini,637.21,4,Patrick Haynes,Belo Horizonte,Cartão de Crédito,12.52,3.0,2561.36
2794815,2026-03-30 21:33:48.314678,Tablet Mini,994.25,1,Cassie Nelson,Brasília,Pix,47.49,,1041.74
96414604,2026-05-22 21:33:48.314807,Mouse Sem Fio,1207.92,2,Tina Hernandez,Recife,Cartão de Crédito,11.1,1.0,2426.94
52542755,2026-03-24 21:33:48.314935,Carregador Portátil,1691.15,4,Steven Lloyd,Brasília,Débito,20.06,,6784.660000000001
15177456,2026-05-14 21:33:48.315069,Notebook Pro,635.85,5,Austin Thomas,Porto Alegre,Débito,19.14,4.0,3198.39
26030027,2026-03-04 21:33:48.315199,Tablet Mini,1483.01,4,Sharon Collins,Manaus,Boleto,19.66,3.0,5951.7
46282980,2026-03-23 21:33:48.315334,Carregador Portátil,272.08,5,Tommy Romero,Porto Alegre,Boleto,35.68,5.0,1396.08
97185230,2025-12-19 21:33:48.315460,SSD 500GB,950.16,2,Bryce Simmons,Recife,Pix,42.41,1.0,1942.73
78831845,2026-03-27 21:33:48.315589,HD Externo 1TB,1023.64,3,Patrick Holloway,Porto Alegre,Pix,34.64,,3105.56
25575271,2026-03-31 21:33:48.315714,Câmera Digital,785.13,4,Lisa Garcia,Manaus,Débito,31.2,5.0,3171.72
20683230,2026-04-21 21:33:48.315843,Roteador Wi-Fi,1844.76,4,Stephen Harris,Fortaleza,Cartão de Crédito,40.58,3.0,7419.62
32387493,2026-06-10 21:33:48.315968,Roteador Wi-Fi,1633.98,5,Amanda King,Rio de Janeiro,Cartão de Crédito,39.6,,8209.5
45659378,2026-06-01 21:33:48.316095,Carregador Portátil,374.36,5,Samantha Miller,São Paulo,Débito,48.51,3.0,1920.3100000000002
94370996,2026-04-02 21:33:48.316233,Fone de Ouvido Bluetooth,70.57,3,Matthew Hopkins,Porto Alegre,Boleto,25.06,4.0,236.76999999999998
48699392,2026-04-10 21:33:48.316360,Câmera Digital,1375.13,5,Yolanda Heath,Belo Horizonte,Pix,49.9,4.0,6925.55
4051813,2026-01-08 21:33:48.316506,Tablet Mini,861.15,1,Kevin Hart,Rio de Janeiro,Boleto,20.67,3.0,881.8199999999999
54132689,2026-04-08 21:33:48.316632,Câmera Digital,453.39,4,Cassandra Weiss,Brasília,Débito,9.39,,1822.95
33638635,2026-06-09 21:33:48.316761,Mouse Sem Fio,671.87,3,Donna Young,São Paulo,Cartão de Crédito,6.02,3.0,2021.63
25568423,2026-05-27 21:33:48.316889,Fone de Ouvido Bluetooth,1370.42,2,Suzanne Martin,Porto Alegre,Boleto,29.84,3.0,2770.6800000000003
44877825,2026-05-05 21:33:48.317033,Capinha para Celular,1919.0,2,Kyle Aguilar,Salvador,Boleto,13.39,,3851.39
20090411,2026-04-02 21:33:48.317161,Capinha para Celular,106.92,5,Stephen Rhodes,Porto Alegre,Débito,31.65,4.0,566.25
2621640,2025-12-14 21:33:48.317295,SSD 500GB,468.85,3,Shirley Stokes,Rio de Janeiro,Cartão de Crédito,40.98,5.0,1447.5300000000002
92684128,2026-01-29 21:33:48.317425,Carregador Portátil,685.67,4,Victoria Horton,Rio de Janeiro,Pix,35.18,4.0,2777.8599999999997
96676510,2026-04-27 21:33:48.317553,HD Externo 1TB,661.14,4,James Cordova,Manaus,Débito,31.42,3.0,2675.98
17887909,2026-03-13 21:33:48.317679,Caixa de Som,942.83,2,Megan Glover,Curitiba,Cartão de Crédito,35.24,3.0,1920.9
57357623,2026-01-12 21:33:48.317811,Smartwatch,645.49,2,Ashley Mooney,Brasília,Boleto,27.99,4.0,1318.97
94126113,2026-05-14 21:33:48.317945,Notebook Pro,1170.87,4,Kathryn Hoover,Belo Horizonte,Débito,33.6,,4717.08
67162591,2026-05-27 21:33:48.318117,Roteador Wi-Fi,1999.8,5,Charles Moore,Belo Horizonte,Débito,18.0,2.0,10017.0
95512640,2026-03-03 21:33:48.318439,Caixa de Som,929.45,1,John Price,Brasília,Cartão de Crédito,26.81,2.0,956.26
31737475,2026-03-21 21:33:48.318618,Teclado Mecânico,1035.6,4,Richard Hughes,Salvador,Débito,23.7,4.0,4166.099999999999
40239062,2026-04-17 21:33:48.318750,Notebook Pro,211.21,1,Megan Evans,Porto Alegre,Pix,6.47,2.0,217.68
24552490,2026-04-29 21:33:48.318884,Tablet Mini,378.01,4,Joseph Rivas,Manaus,Débito,29.74,1.0,1541.78
96519627,2026-05-08 21:33:48.319011,Fone de Ouvido Bluetooth,572.38,5,Thomas Cannon,Brasília,Cartão de Crédito,39.2,4.0,2901.1
73372707,2026-05-01 21:33:48.319137,Smartwatch,1980.06,1,Edward Chang,Porto Alegre,Pix,44.37,1.0,2024.4299999999998
8109542,2026-04-07 21:33:48.319264,Tablet Mini,729.73,1,Gerald Houston,Recife,Cartão de Crédito,39.9,2.0,769.63
32850078,2026-02-04 21:33:48.319391,Câmera Digital,1488.35,3,Richard Gross,Manaus,Débito,12.47,2.0,4477.5199999999995
41646293,2026-02-03 21:33:48.319516,Caixa de Som,453.54,1,Jennifer Huber,Manaus,Pix,28.95,5.0,482.49
42412604,2026-04-29 21:33:48.319654,Notebook Pro,681.12,3,Barbara Smith,Curitiba,Pix,47.86,5.0,2091.2200000000003
39980092,2026-06-04 21:33:48.319793,Caixa de Som,235.69,4,Brandon Blake,São Paulo,Pix,44.02,2.0,986.78
40299971,2026-06-10 21:33:48.319921,Caixa de Som,308.75,2,Timothy Moore,Brasília,Boleto,39.27,,656.77
73785364,2026-03-23 21:33:48.320048,Mouse Sem Fio,327.23,3,William Nash,Salvador,Débito,25.34,,1007.0300000000001
7561559,2026-01-05 21:33:48.320177,Capinha para Celular,1055.45,3,James Shields,Brasília,Débito,47.76,3.0,3214.1100000000006
51015137,2026-05-10 21:33:48.320303,Smartphone X,1744.37,1,Kendra Bond,Recife,Pix,43.25,5.0,1787.62
19241841,2026-03-24 21:33:48.320432,Smartwatch,1937.85,2,Claudia Duran,Recife,Pix,19.53,3.0,3895.23
94978005,2026-03-09 21:33:48.320564,Teclado Mecânico,1176.97,5,Jacob Harris,Recife,Pix,45.24,1.0,5930.09
26258140,2025-12-24 21:33:48.320692,Fone de Ouvido Bluetooth,1271.05,4,Melissa Stephens,São Paulo,Cartão de Crédito,46.82,2.0,5131.0199999999995
40589164,2026-04-04 21:33:48.320821,Mouse Sem Fio,51.32,4,Thomas Weaver,Porto Alegre,Boleto,44.7,3.0,249.98000000000002
45713407,2026-01-22 21:33:48.320947,Caixa de Som,1868.81,3,Eddie Brown PhD,Rio de Janeiro,Pix,16.27,3.0,5622.700000000001
93154902,2026-06-01 21:33:48.321080,Roteador Wi-Fi,1315.38,1,Christine Ward,Salvador,Pix,37.67,2.0,1353.0500000000002
10601078,2026-04-01 21:33:48.321210,HD Externo 1TB,227.84,1,Brian Morales,São Paulo,Boleto,26.46,2.0,254.3
20869335,2026-05-13 21:33:48.321337,Smartwatch,1062.92,4,Jamie Bird,São Paulo,Cartão de Crédito,36.3,1.0,4287.9800000000005
81470980,2026-03-31 21:33:48.321467,SSD 500GB,307.74,1,Joseph Torres,Porto Alegre,Débito,9.02,1.0,316.76
